"","X","id","lyrics","artist","song","album","genre","year"
"190569",190569,64893,"I'm standing here on the ground Blue sky above won't fall down See no evil in all directions Resolution of happiness Things have been dark for too long Don't change for you Don't change a thing for me Don't change for you Don't change a thing for me I found a love I had lost It had been gone for too long Hear no evil in all directions Execution of bitterness Message received loud and clear Don't change for you Don't change a thing for me Don't change for you Don't change a thing for me I'm standing here on the ground Blue sky above won't fall down See no evil in all directions Resolution of happiness Things have been dark for too long Don't change for you Don't change a thing for me Don't change for you Don't change a thing for me Don't change Don't change","Casper_%26_The_Cookies","Chocolate Cake And Coffee","Casper_%26_The_Cookies:Modern_Silence_(2009)","New Wave","2009"
"190570",190570,64894,"I got a degree But my felony won't let me get a job Life's so hard And just today Somebody stole my car and the bus don't run my way I think I'll walk the streets today It seems like I'm stuck in the ghetto ghetto ghetto Sometimes it seems like I'm stuck I'm in the ghetto Ooh But I got love for the ghetto ghetto When I go to my friend Now with open arms let me in And everyday We just dream and scheme and drink our lifes away I think I'll fly the sky today It seems like I'm stuck in the ghetto ghetto ghetto Sometimes it seems like I'm stuck I'm in the ghetto Ooh But I got love for the ghetto ghetto But everytime I seem to keep my feet on the ground","Casper_%26_The_Cookies","Sunshine Girl","Casper_%26_The_Cookies:Modern_Silence_(2009)","New Wave","2009"
"190571",190571,64895,"Chorus I try and try to stay in love But no matter what I do It just ain't enough It ain't enough It ain't enough It ain't enough You say it ain't enough And everytime I think it's love It just ain't good enough And we breakin' up We breakin' up We breakin' up We breakin' up 'Cause love just ain't enough Verse 1 Yeah I had seen potential In your mental And was tryin' to make a queen But I did it for nothin' I was huffin' and puffin' wastin' steam Everytime I speak You be twistin' my words To make 'em mean Somethin' I ain't say Then you gossipin' try to break my dreams So I'm breakin' up with ya I tried and did everything to please ya I don't even wanna see ya The sight of you is givin' me a fever Think I need a breather Need ya to give me space And leave the past in the past And keep walkin' pass When they say that we a Match made in heaven Tell 'em I said that that's a lie So disrespectful I feel like I've wasted half my life That's why I ain't in love Try to say I ain't in love Then I go right back on my word And we end up makin' up hold up Chorus I try and try to stay in love But no matter what I do It just ain't enough It ain't enough It ain't enough It ain't enough You say it ain't enough And everytime I think it's love It just ain't good enough And we breakin' up We breakin' up We breakin' up We breakin' up 'Cause love just ain't enough Verse 2 See It's like I love And I hate almost everything about ya I be indian givin' a livin' Takin' back everything I bought ya Even indian givin' a ceiling When I'm tellin' you get outta Here you disappear Then the next day you come back home to papa And my mood get madder When I'm in the streets And I think I spot ya Thinkin' I forgot ya And I'm movin' on 'cause I think I gotta See I end up losin' Everytime that I try to think I got ya 'Cause you always move And I want to But I ain't gon' even stop ya You be all in my pocekts like feed me Makin' this type of livin' ain't easy I be givin' my all to you All you do is be talkin' greasy And I know you probably don't believe me Everytime that you say that you'd leave me I be gettin' impatient And waitin' hopin' that you'd make it speedy So I figured I'd tell ya the truth 'Cause I knew that it would free me Give ya everything that I could But you still kept actin' greedy You let the world come inside You shouldn't had been actin' sleezy 'Cause now you pregnant With rappers that lie on half their cds Chorus I try and try to stay in love But no matter what I do It just ain't enough It ain't enough It ain't enough It ain't enough You say it ain't enough And everytime I think it's love It just ain't good enough And we breakin' up We breakin' up We breakin' up We breakin' up 'Cause love just ain't enough Verse 3 Now I can't even lie That I was in love with you We did everything together That lovers do The love done died I think it's time to move In a direction that ain't got nothin' to do with you And everytime I think of us I think that it's time that I made some things adjust My love ain't as strong for you as I thought it was Baby I'm breakin' up with you now And it's all because Chorus I try and try to stay in love But no matter what I do It just ain't enough It ain't enough It ain't enough It ain't enough You say it ain't enough And everytime I think it's love It just ain't good enough And we breakin' up We breakin' up We breakin' up We breakin' up 'Cause love just ain't enough Talking I ain't gonna lie I used to wake up with thoughts of you on my mind But now you just get on my nerves Even when you no even tryin' People tell me that it's gonna be better But I tell 'em that they lyin' My love for you is definently dieing And the way you changed Is not a good sign I wonder how you gonna feel When I'm no longer around Nah don't even try to start cryin' After you built me up And then tried to break me down It's just a matter of time Before I had to give you a piece of my mind And maybe I could spend the rest of my time Havin' peace in mind You couldn't even say one thing That you know that no one know Everytime I see you gossipin' about so and so You immitate You instigate You turn love into instant hate You the reason why I punched my exhomeboy in the face In the streets Chasin' the same money I gotta give to my lawyer to win a case Tearin' up my rap sheet 'Cause now I got a rap sheet that can't get erased","Casper_%26_The_Cookies","Keep Talking","Casper_%26_The_Cookies:Modern_Silence_(2009)","New Wave","2009"
"190572",190572,64896,"If I could gove you life I would take the chance To make you see how much All peeps and forgotton plans Last one to feel your touch And I watched you from the shadows Waiting for your coach And they pushed right past in barrows I'll bleed you dry I'll bleed you dry I'll bleed you dry Get your daughter high Make your mother cry I'll bleed you dry I'll bleed you dry I'll bleed you dry I'll bleed you I'll bleed you I'll bleed you dry Heard the click felt the air and the guns go bang Forced agenocide but the place and the time was sad Filled with forgotton lies And I watched you from the shadows Pull over by my side I was shot by a poison arrow I'll bleed you dry I'll bleed you dry I'll bleed you dry Get your daughter high Make your mother cry I'll bleed you dry I'll bleed you dry I'll bleed you dry I'll bleed you I'll bleed you I'll bleed you dry And though it never made you happy you're not dead And all the people would like to show your found dead As if gold ever made you happy I'll bleed you dry I'll bleed you dry I'll bleed you dry Get your daughter high Make your mother cry I'll bleed you dry I'll bleed you dry I'll bleed you dry I'll bleed you I'll bleed you I'll bleed you dry","Casper_%26_The_Cookies","Nagoya","Casper_%26_The_Cookies:Modern_Silence_(2009)","New Wave","2009"
"190573",190573,64897,"Intro Chamillionaire is so crazy Look at the face of the media like you crazy You thought I'd fall I'm sorry dawg ya crazy Mirror mirror on the wall you are crazy Talking I wonder if it's still called memory loss If you can't remember the last time you lost aha Verse 1 Yeah The only time I lose is when it's my memory Haters comin' around here talkin' about Remember me Naw amnesia Cham leader apparently You were just a follower now I'm about to set a speed If they can't keep up with no one ahead of me Victory is just what I said I can achieve 'Bout to be trouble you scared I think you betta leave Hope you don't have asthma ahum go head and breathe Talking Yeah pull out your inhaler You're going to have to catch a breath for this one This the victory lap Verse 2 Yeah Garage lift up it'll create some enemies Got that SS in the middle of it like Tennessee Sorry but the Ferarri there isn't friendly The engine be runnin' pvroom like it's scared of keys If she a freak don't handcuff her just let her be Get your G's like five letters after the letter B Photocopy couldn't possibly find a better me Hot like two letters after the letter C In the name of gang that's been runnin' the game Help me explain and tell 'em Chamillitary mayne Chorus I am a hustla you gotta pay me No time to sleep I'm in the streets on the daily When you a hustla no bein' lazy I got it whenever you need it just page me Hustla music Hustla music Hustla music I'm hustlin' music You thinkin' you thinkin' I'ma lose baby Either you stupid or you gotta be crazy Crazy Crazy Talking Chamillionaire amp Lil Ken L K Famous C Aha you ready Famous L K Hold up I gotta take these twenty G's and take 'em to the bank G handle up C Alright fo' sho I got it Verse 3 Yeah The Hype Williams to y'all rookies you know that this is A motion picture so sick that I call it motion sickness Jonathan Manyon the manuscript so hold ya pictures Just like you posin' for strippers and tryin' show ya riches Materialistic I got a lot materials Um I gotta lot of Uhh Chamnesia I'd probably break up with my own self and go solo Verses for a promo oh no Verse 4 Lil Ken I'm a monster I be cummin' like dicks no homo A lil' to gangsta for them flicks no photos I'm high like gas rose sticks and blow dodo Aha that Texas shit fo' shodo Fresh of the underground circuit Straight into this overground circus clown ass I'ma do numbers like the lotto Shoot 'trone straight out the bottle You not lookin' at a role model So I say it one time and one time only say it Not ya buddy not a pal or ya homie You know me Chorus I am a hustla you gotta pay me No time to sleep I'm in the streets on the daily When you a hustla no bein' lazy I got it whenever you need it just page me Hustla music Hustla music Hustla music I'm hustlin' music You thinkin' you thinkin' I'ma lose baby Either you stupid or you gotta be crazy Crazy Crazy Talking I'm like Bruh Man on the fifth flo' 'Cept I'm comin' in through the front do' I ain't gotta use the window Verse 5 Let's go Now please pass my passport because of it I got groupies with longer hair than Cousin It Brazilian ladies who tell me This bra just doesn't fit Twins in two rooms try to make me double dip Should of known I would win yeah you thought you had it what Like my cars and my weapon that is automatic Talking This the part of the horror flick Where the white lady trips and falls And me and Famous escape with the millions Aha Verse 6 Lil Ken Two heavy weights from the Lone Star State And if thirty's the new twenty I've been high since eight haha Me flop just wait not turn blue nigga Tell 'em that I'm Famous thought I was a new nigga Thought you knew nigga when I'm applyin' pressure The brothers play the back lookin' like some rhymin' extras 'Cause I'm the star of the movie can't move me Don't try either either I'ma roast you then Bakeer like Anita Fk hot my records got the feva stop actin' like a diva They tellin' Cham how they feelin' me I'm a Universal asset ya whole team liability So I ain't finna leave so you ain't finna breathe I could cut it up or keep it cool like the winter breeze My piece and chain symbolize respect My mouth piece symbolize a check yep Chamillitary mayne No kids here so how you gonna play me Boy tryin' cash out so how you gonna pay me Chorus I am a hustla you gotta pay me No time to sleep I'm in the streets on the daily When you a hustla no bein' lazy I got it whenever you need it just page me No time to sleep I gotta keep goin' Verse 7 The hustla of all hustlas I'll sell ya somethin' I borrow Sell night to the day and then sell today to tomorrow No money don't even bother Got some paper then call her Call George Bush's daughter I'll sell her Katrina water Why Just to get at her father just so they have some evidence I'm slick enough to take precedence from the president America's worse nightmare is right here I stay sizzlin' like flares look up pheerrm It's quite clear it's my year 'til I hear Somebody smoother then I'm the ruler I'm like where Is he at just let me know I'ma bury him Under the rocks in the bottom of my aquarium The chances of me losin' this time are very slim If he was bright then I'm turnin' him down to very dim If it ain't me in the sequel then there will be no sequel You know the obvious reason is 'cause there is no equal","Casper_%26_The_Cookies","New Day Zero","Casper_%26_The_Cookies:Modern_Silence_(2009)","New Wave","2009"
"190574",190574,64898,"B Bob O'Wildley played by Chamillionaire C Chamillionaire R Reporter Chasis VERSE 1 B Welcome to the evening news I thank you all for tuning in B Yes I'm your host and your journalist C here a hrefwikiChamillionaire titleChamillionaireChamillionairea so let the news begin B Our helicopters out in the streets look at the screen an' let's zoom it in B 'cause a classexternal text hrefhttpenwikipediaorgwikiCashisCashusa is live at the scene hey Cashis how are you my friend B Got no time for no interviews R gogot no time for no interviews B No time to trip we don't get confused cause this type of news opinion and views B Got no time for no interviews R gogot no time for no interviews C You know I keep my ear to the streets so it's up to me to bring you the truth B I saw a movie where a classexternal text hrefhttpenwikipediaorgwikiGeorgeWBushGeorge Busha had a bearded man on his squad B So much power from oil money that poor folks can't sit by him B No problem a classexternal text hrefhttpenwikipediaorgwikiOsamabinLadenOsamaa Bin Laden Been hidin' So long that them pictures all starting to look like him on them milk cartons C a classexternal text hrefhttpenwikipediaorgwikiDonImusDon Imusa made comments that made everybody forget about him B That's him a classexternal text hrefhttpenwikipediaorgwikiAnnaNicoleSmithAnna Nicolea got pregant and had kids by him B Rest in peace a classexternal text hrefhttpenwikipediaorgwikiVirginiaPolytechnicInstituteandStateUniversityVirgina Techa too many innocent kids dyin' C Well let's just blame hiphop and act like that's the big problem HOOK C Now I would give you news about a classexternal text hrefhttpenwikipediaorgwikiTrinaKatrinaa but you know I can't talk about Katrina C 'Cause everytime I talk about Katrina they look at me like it's a misdemeanor B Anyways there's way more important stuff that we can discuss C George Bush is playing golf everybody hush he's about to putt CHORUS Gas prices raises the money keeps burning Dropout rate rising so what are they learning Sending the troops in the war so I turn in To today's evening news And the world keeps turning slow turning slow turning slow As the world keeps turning slow turning slow turning slow As the world keeps on turning slow turning slow turning slow This is your evening news VERSE 2 B I know you take offense to certain words I've heard worse but I wouldn't blame ya' B They say he's a entertainer don't worry about it nevermind Kramer B a classexternal text hrefhttpenwikipediaorgwikiSteveIrwinThe Crocodile Huntera got stung and the lion turned on the a classexternal text hrefhttpenwikipediaorgwikiRoyHornlion tamera B We keep sending troops to Iraq I figured that we must like danger B Little kids don't learn in school they go to school to go spray a gun C If you a parent then be a parent get off the couch and go raise your son B Kobe just broke another record today's game he hit 81 C Now they saying he's number 1 but yesterday they all hated him B a classexternal text hrefhttpenwikipediaorgwikiOJSimpsonOJa was named innocent he got no sentence he's still alive C It's very ironic that the lawyer that defended him had to die B Well now my cue card says the price of gas isn't really high C But I'm not going to read that 'cause we all know that that's a lie HOOK C Now I would give you news about Katrina but you know I can't talk about Katrina C 'Cause everytime I talk about Katrina they look at me like it's a misdemeanor CHORUS Gas prices raises the money keeps burning Dropout rate rising so what are they learning Sending the troops in the war so I turn in To today's evening news And the world keeps turning slow turning slow turning slow As the world keeps turning slow turning slow turning slow As the world keeps on turning slow turning slow turning slow This is your evening news VERSE 3 B We still haven't found a classexternal text hrefhttpenwikipediaorgwikiTupacShakurPac'sa killer still haven't found a classexternal text hrefhttpenwikipediaorgwikiTheNotoriousBIGBiggie'sa either B 30 minutes into the case they got tired and took a breather B a classexternal text hrefhttpenwikipediaorgwikiSnoopDoggSnoop Dogga just got arrested everyday he get a new subpoena C Innocent when murder was the case so the prosecution got a middle finger B HipHop is sweeping the nation but the contents seem so degrading C Most rappers got new albums that white kids are anticipating C If you don't like it on the radio or the television then switch the station B a classexternal text hrefhttpenwikipediaorgwikiFlavorFlavFlavor Flava get a lot of ratings C a classexternal text hrefhttpenwikipediaorgwikiBillO'ReillycommentatorBill O'Reillya somewhere is hating B a classexternal text hrefhttpenwikipediaorgwikiKanyeWestKanyea just said WHAT the president ain't got time for that C a classexternal text hrefhttpenwikipediaorgwikiWhiteHouseThe White Housea is going to stay white B even tho' we know a classexternal text hrefhttpenwikipediaorgwikiBarackObamaObama'sa black C a classexternal text hrefhttpenwikipediaorgwikiSeptember112001attacks911a was a calculation and some would say it was a timed attack C He gave a speech on a classexternal text hrefhttpenwikipediaorgwikiCNNCNNa They bombed us now we're bombing back C Where the heck is Osama at HOOK C And I would love to talk about Katrina but everytime I talk about Katrina they look at me like it's a misdemeanor B Anyways there's way more important stuff that we can discuss C a classexternal text hrefhttpenwikipediaorgwiki'NSync'N Synca Makin da band and a classexternal text hrefhttpenwikipediaorgwikiMilliVanilliMilli Vanillia had broken up CHORUS Gas prices raises the money keeps burning Dropout rate rising so what are they learning Sending the troops in the war so I turn in To today's evening news And the world keeps turning slow turning slow turning slow As the world keeps turning slow turning slow turning slow As the world keeps on turning slow turning slow turning slow This is your evening news","Casper_%26_The_Cookies","Meredith","Casper_%26_The_Cookies:Modern_Silence_(2009)","New Wave","2009"
"190575",190575,64899,"mo money mo u bring me trou mo money mo u bring me trou mo money mo u bring me trouble u bring me trouble but im still in love im still in love im still in love i think that im still in love im still in love im still in love i think that im still in love Chamillionaire talkin yea havin moneys like a relationship kno wat im sayin everybody always gon get in ya business try to break it up try and get involved in it but they really needa mind they own business money dont do buttin but bring ya trouble but for some reason i keep chasin it i must be in love Verse 1 u so bad they be gettin mad somebody that they wish they had ur a dime and u kno ur mine flippin wit u rite in my slab relationship aint the same as the others back in the past see i tried to have someone like you but didnt add up to half cruzin in wit my queen the jewels the wrist and the bling we movin and hit the scene the movie u flick the paintin the city green like green is the coolest thing u cruzin up the we doin it as a team i hopped in a different slab that aint got the easy tag u lookin so good to them that they told people let me pass neva tell me slow it down the rims keep on movin fast when im drivin i almost crash when i stare at yo sexy a the longer we stay togetha ur apperance is lookin betta not bettaoff with the fellaz u gon be mine 4eva they always lovin the yellows thats why i nickname ya chedda but they betta not touch ya or betta see my baretta u never leave by myside even kno they all try to take ya neva turnin on me even thho they all try to make ya long as u by my side theres nuthin that i couldnt pay for u'll makeup and never breakup i stay in love wit ya paper Chorus money cant money cant buy me love but shes actin like she love me cuz im ridin on dubz money cant money cant buy me trust but my money is attracted to the backstabbaz money bring money bring plenty hataz it be lookin so good that ima prolly fall in love money u bring me trouble but i still think i love you Verse 2 shes as black as a african but they call her american very thin yea she be messin around wit married men when he comes home shes neva askin him where he been cuz 99 of the time she was rite there wit him chances of him losin her in this life are very slim money duznt grow on trees u aint checkin every limb she gon be a rappa o wow she wants to marry him she gon still survive when he die she'll hav to bury him when u kno u wit a dime they'll treat u like your special broad at his cuz yours left you bring her to tha church and the pastor says god bless you bring her around ya boyz but be careful they gon get you cash in a hidden place ironically called it safe and ur prolly leavin the safe like its safe in the realist place i hope u gon stay awake cuz they gon enter and break and the safe is the first thing that them hataz gon try to take Chorus money cant money cant buy me love but shes actin like she love me cuz im ridin on dubz money cant money cant buy me trust but my money is attracted to the backstabbaz money bring money bring plenty hataz it be lookin so good that ima prolly fall in love money u bring me trouble but i still think i love you Verse 3 he introduced her to his motha his motha said that she loved her and after that he discovered his brotha don tryed to cut her they messin wit one anotha saw her under the covers and now he gotta show his brotha the meanin to keep it gutta all i kno is i love her i mean he loves her tryed to control his temper as he leaned and he hugged her just enuff to get close to her he screaemed as he shoved her outta the exit heard his brotha scream u's a busta dont touch her what u betta slow yo roll quick nah matter fact back up rite now before i click click whats this told u to stop playin wit me boi hurry up girl lezgo lez get in the car rite now you bring me trouble shes fallin to the floor he picked her up and hes grabbin her yellin out likes he mad at her soundin like hes a animal pullin and grabbin her now he already damaged her he throws her into the trunk and talks to her like a passenger and thats when uh he hearin the tires squeal hes speedin outta the driveway approachin the highest hill everytime that u called me i came like i served u even the boss i usta work for had the nerve to tell me i wasnt good enuff and didnt deserve u told me i wasnt good enuff and didnt deserve u i fought to keep u in my life and this the thanx i get well thanx for all the good memorys i think im sick u bring me trouble but im still in love today we bring u breaking news looks like theres a major car accident authority alarms the pursuit of an unamed individual who crashed his car into the front entrance of a gas station on the northwest side of town all tho there is not much info known about the suspect we are told the assailent tryed to get away on foot and the police are in close pursuit the reason for the crash may have been a loaded 9mm handgun that may have accidentally fired we will give u more details on the evening news","Casper_%26_The_Cookies","Moldy Flower","Casper_%26_The_Cookies:Modern_Silence_(2009)","New Wave","2009"
"190578",190578,64900,"Come back to the streets yea x3 Chamillionaire Even when i'm not there and i'm here like air Keep sayin my name Fresh off the plane from Spain and uh Keep sayin my name Back to playin the rap game its yours truly Come on say it with me Chamillitary mayne You should worry bout you while you worry bout me At the top of the charts is where you know that I'll be I got the streets on lock and I'm insertin my key I got the game on smash Come back to the streets x2 Verse 1 Had to make a couple trips to the islands Now i'm internationally known Had to make another switch with My provider got the international phone Had to add a little bit to the rider First class have I asked to be flown And they keep callin me tellin me get back in your zone These boys is cartoon characters too much imagination Just a little too much animation from the maker They know Cham can erase them Travelled all over the world And my experience is Yall experienceless yall aint experienced shit I grabbed the grammy I hold the one Got plenty strikes way more than some Hush your mouth please hold your tongue No obstacle could ever slow my run When it come to rappin I'm the coldest one Put my hand in the air and I froze the sun Got the platinum plaque not the golden one And I look at yall like I told ya uhh Been a boss win them cars pull up I bet ya that menopause Yea menopause like women drawers Yea I bet i show ya how to kill that noise Phantom of the opera pass em by your copper In the new phantom phantom is a dropper Cash I got a lot you mad cuz you are not the talk up in the streets And mad cuz you are not uh They say its got to be street They say its got to be street don't go commercial Koopa Its got to be street Major label aint the only thing universal about me Come back to the streets x2 And gimmick rappers they focus most of these jokers is chokers But I don't even play poker pull em down your cheesy lookin posters They look up to me like a bird I look down on em like the curb My movement lookin like its movin Your movement look like a screeeech They callin me Come back to the streets Keep sayin my name They callin me they callin me Keep sayin my name They callin me Keep sayin my name Come back to the streets You should worry bout you while you worry bout me At the top of the charts is where you know that I'll be I got the streets on lock and I'm insertin my key Come back to the streets x2 Verse 2 Yea the life I live is just like a movie Every corporation they tryna sue me Phony people be tryna glue me Till they side they try stick it to me Lucky for me I got the tooley Not black and decker but its black I bet ya Stay in the streets do that for pleasure So much paper they ask to measure When the ruler or stackin moula Is speakin to ya don't interrupt Middle finga up on the ceiling Somebody gon eff you up Don't let the black tux fool ya cuz I am not the one I come out the suit like Clark Kent to make sure your done Rappers aint real rappers they fakers and frontas They caucasian in the winter then turn Jamaican in the summer Flippin with Pitman and Straw you know they aint just some gunnaz Personal trainers thatll brang a couple thangs and make you a runner Gotta like the producers that made this track The producers who made ya stacks Some of you losers need ta face the facts Put up the duece the ace is back Take out the rappers you think are whack Put Chamillitary in place of that Watch how I erase em and take the plaques Then I unloosen a case of gunshot","Casper_%26_The_Cookies","Cloud Of Bees","Casper_%26_The_Cookies:Modern_Silence_(2009)","New Wave","2009"
"190579",190579,64901,"Get away Get away hey You got to have a passport if you're rollin' with me We can hit Jamaica or we can chill in France Roll with a playa you can bring a friend ya You in the presence of some playas Chamillitary do it big We could hit hawaii or the caribbean We could do it major chillin on the sand Chorus You stressin' everyday 'cause the way that you're livin' See it in your face ain't no fakin' the feelin' We can get away ay ay and be chillin' We can get away ay ay and be chillin' We can go today and get away for a minute Party everyday do your thing to the rhythm We can get away ay ay get away We can get away ay ay and be chillin' Hook Ay I got money got paper Ay I got plenty of cheddar plenty of cheddar So we treatin' today like we know it ain't lastin' forever Hey now bartender remember To bring the straw with the umbrella please bring the umbrella Hey we just drinkin' and thinkin' Of a way that we can make life better Verse 1 Ya Coconut with the umbrella baby And the Rhianna Soundin chick is the umbrella lady It ain't no carpet on the floor like they renovating Palm trees like my old homeboys hella shady Time flies so you know the clock is passin' through Hit the sand is the only other task to do You know my fanbase is international Their fanbase is only within an avenue Ugh Go wherever that you plan G5 I'll show 'em how to fly like Peter Pan Get a lobster or anything that she demand If it isn't then it's somethin' you will never eat again Step off the yacht if you wanna see the land I'll take you to the sun if you really need a tan Water look like oxygen anywhere you stand 'Cause the ocean so clear you look down and see the sand Chorus You stressin' everyday 'cause the way that you're livin' See it in your face ain't no fakin' the feelin' We can get away ay ay and be chillin' We can get away ay ay and be chillin' We can go today and get away for a minute Party everyday do your thing to the rhythm We can get away ay ay get away We can get away ay ay and be chillin' Verse 2 Listen if money talks my paper probly speak Greek I'm in a different continent like each week Seein' daylight and they gon probly be sleep No cell phones send a telegram to East Beach Females it's like ya chick is so hot to me Can we all chill i turn maybe into possibly You know my beach house is what you got to see Paper and property walkin' game of Monopoly My helicopter lands on the boardwalk Where the residents ain't understandin' your talk The cliff ends and the salt water pours off Think what you think but you'll never have a bored thought Water so warm that the fishes isn't cold And the air is so open that the pigeons get exposed Didn't i remind you to bring your swimmin' clothes No i didn't on purpose now you're swimmin' in your Whoa Hook Ay I got money got paper Ay I got plenty of cheddar plenty of cheddar So we treatin' today like we know it ain't lastin' forever Hey now bartender remember To bring the straw with the umbrella please bring the umbrella Hey we just drinkin' and thinkin' Of a way that we can make life better Verse 3 It's all good long as you don't turn on me like a doorknob And try to make my flow stop like a cork does Now we'll be in Hawaii eatin' corn cob Pinnin' a flower in your hair like a corsage Said i shouldn't leave but you know i ain't hear a thing 10 karat earring blockin' all my hearing Never go back is exactly what they're fearing Know plenty Jamaicans so i brought you to the real ting Rude Boy Sick wit it and givin' flu It's like i just appeared here but i really flew They say it just to rhyme this what i really do DejaVu we'll repeat it when the year is through Chorus You stressin' everyday 'cause the way that you're livin' See it in your face ain't no fakin' the feelin' We can get away ay ay and be chillin' We can get away ay ay and be chillin' We can go today and get away for a minute Party everyday do your thing to the rhythm We can get away ay ay get away We can get away ay ay and be chillin'","Casper_%26_The_Cookies","Little Lady Larva","Casper_%26_The_Cookies:Modern_Silence_(2009)","New Wave","2009"
"190580",190580,64902,"Chorus Chamillionaire Now you're in trouble Here comes the bill collecta Nownow you're in trouble Here comes the bill collecta Krayzie When I hang up my phone ya already know it's about to go down if you ain't got my paper When I hang up my phone ya already know it's about to go down if you ain't got my paper Chamillionaire Man You knew that you had those warrants You kept ignoring those warnings You said that it was annoying Like makin them payments wasn't important Yo' TV in the pawn but you tell people it's in the storage and When the police pull you over you be givin' an oscar performance A ticket you can't afford it With Expired plates on your taurus Your baby momma stay trippin cause none of them kids is supported You messed up every appointment Thats why you ain't got employment With spiderwebs in your wallet your pockets look like they haunted You always wanted to be famous well you gonna get what you wanted America's Most Wanted they 'bout to see ya up on it You normally move like a tortuise but you get in your car and your floor it but you can't even escape cause the repo man got you cornered Chorus Bridge Chamillionaire Better pick up your phone better pick up your phone Seems like every time I call you I just get a dial tone Better pick up your phone better pick up your phone Seems like every time I call you I just get a dial tone Chamillionaire Betta check the check the checker you checking you ain't gotta profit and you try to hide until the repo man come and shake up dem pockets I'm talkin to you cause your rent is due and you ain't tryna drop it Til the lights turned off in your crib like lamps that ain't got no sockets They comin' to get what you got and you tryin to say you ain't got it you ain't paid a payment a part of it half a peice or deposit So I suggest that its best that you use some reason or logic Or the bill collect is comin' to come and see ya about it got it Chorus Krayzie Yall just betta have my dough because I'm comin around the corner hundred miles and gunnin Finna ride by dumpin' If anybody owe me somethin' then I strongly suggest you run it Yall better respect the bill collecta or you'll get chin checked like the rest of 'em never did joke when it come to the decimal when it come to gettin dough I'm a professional fresh ya know in it to win it i get to bombin in a minute any and every thing over three digits these suckas they really think krayzie be slippin' but I'm here to tell em I den already bent em Money is a mission gotta have that dolla bill yall fell its really enough to kill yall I might fall but I get right back up and still ball stil raw still get down with the buck bang So give me all my change bust brains cause I gotta maintain got just enough game to get me paid just enough aim to leave you laid out on the pavement down on the game believe me you'll pay cause I got three hundred and fifty seven reasons Chorus","Casper_%26_The_Cookies","Song Across The Sea","Casper_%26_The_Cookies:Modern_Silence_(2009)","New Wave","2009"
"190581",190581,64903,"Hello Hello wassup who dis Who dis Wad' do ya mean who dis That's you spanky No there's no Spanky here This is uh Fo Foo Yung uh Man stop playing me I know voice man I know that you Spanky It's Chamillionaire boy AH WasSup I see you rollin' Wassup dog wassup We cool my dude Look look I didn't mean to call you this time but I was gonna call you On my mama I just my sayin to momma and my granmma that I was gonna call you You be Lyin man I called you for the past couple of weeks And you ain't picked up the phone not one time You ain't called me back You dodging me Homie What's up with that money you owe me Aww man Listen Hey Listen Bro Ya know Imma keep it real 100 real wit ya my dude I dropped my phone then I lost a piece of it Then and then I found it It was in Ya know what II found my phone today And I told her I was gonna call you And plus was at my baby mama's house She be breakin me dog Ya know Yeah whatch' you need to do is you need to break me off that money you owe me mayne I'm tired of playing games with you man You call me beggin me crying all on the phone Talkin bout you wanna borrow some money And dis the thanks I get Mayne Imma pay you yo' money mayne Stop sweating me mayne I'm sweating mayne Get me s towel That's how you sweat me so hard Get a towel with some Gatorade I need some electrolytes or something mayne Get off me mayne Imma pay yo yo money You a millionaire anyway You don't even need it What is you sweat me for I got fifteen dollars mayne You gotgot a billion dollars That's the principal mayne And you sweat me for fifteen Come and collect my fifteen dollars So you gonna have a billion and fifteen dollars That's impossibe Spanky You act like you doing me a favor By paying me back MY money mayne Girl shut yo mouth Mayne who was dat I ain't gonna let nobody stop me imma mayne imma mayne Alright then Alright then Imma pay this sucka whenever I feel like it Spanky who you calling sucka Shut yo mouth woman in shouting in background I said Mayne I'm tired of you playing these games dogg I said I'm gonna pay you back whenever I feel like it My man You hear me Mayne I'm overseas right now mayne Soon as I get off this plane Don't be buggin' me mayne You bug me one more time Keep buggin me and I ain't gonna pay you nothing Zero Zip NaTa I don't know no more languages But you know anymore languages Say Zero and that's what you get Stop callin me mayne Imma protect yo momma What Imma go to church wit her or somethin","Casper_%26_The_Cookies","Sharp!","Casper_%26_The_Cookies:Modern_Silence_(2009)","New Wave","2009"
