artist,artist_id,gender,record_label,artist_country,current_city,hometown_city,band_members,spotify_tags
Aaron Krause,52MFUXZatn0KsT2bdPQI2a,1.0,,,,Nashville,,indie anthem-folk/indiecoustica
Eddie Berman,7FfxvcUIbQ1VxrApeoq8ql,1.0,"Nettwerk Records
Nettwerk Music Group",us,,Los Angeles,"Eddie Berman (Gutiar/Banjo/Vocals), Gabe Feenberg (Accordion/Lap Steel/Horn/Piano), Sarah Pigion (Harmonium/Piano/Vocals), Gabe Davis (Upright Bass), Polly Hall (Fiddle)",indie folk/chamber pop/new americana/deep new americana
Megan Davies,09kCHZp9iFO2FJNb9lR6G5,,Unsigned,us,Nashville,Harrisburg,,neo mellow/viral pop/channel pop
Lotte Kestner,0LmmhAkoebSsbFfgCybcGI,0.0,"Saint Marie Records, Saint-Loup Records, Lirico (Japan), Aulos (Korea)",us,,Seattle,Anna-Lynne Williams,indie psych-pop
Twin Bandit,0PFFKJfJZU5TbgQXIw8cBr,,"Nettwerk Music Group
www.nettwerk.com",ca,,,Hannah Walker and Jamie Elliott,
Saint Sister,7ufZdjYTNe1vzA9Z6Fek14,0.0,,ie,,,Gemma Doherty & Morgan MacIntyre,irish indie
Gardiner Sisters,3J28FLi8jjXtUGWf69cP7I,0.0,Unsigned,us,,,"Hailey, Allie, and Mandi
www.gardinersisters.com",neo mellow/viral pop/channel pop
Julia Sheer,4jHWpUyRI2rzJVimtasEBF,0.0,,,,Nashville,,viral pop/channel pop
The Mayries,38SWPOPO1YqxUPnT4AAoID,0.0,,,,Stockholm,"Matilda Ekevik - vocals
Sofi Lindblom - vocals and acoustic guitar",neo mellow/viral pop/channel pop
Trampled by Turtles,3GjVVVcFmUgEJEAAsbGkf4,1.0,Banjodad Records,us,,Duluth,"Dave Simonett
Erik Berry
Dave Carroll
Tim Saxhaug
Ryan Young",bluegrass/folk-pop/indie folk/stomp and holler/roots rock/jam band/new americana/progressive bluegrass
Bahamas,4C50EbCS11M0VbGyH3OfLt,1.0,US - Brushfire Records / Canada - Universal Records,ca,Toronto,Toronto,Afie Jurvanen,folk-pop/indie folk/indie pop/modern blues/chamber pop/stomp and holler/new americana/deep new americana
Noah Guthrie,6b0Wy4mw8ePj9w2EX3s4V3,1.0,Unsigned,us,,,"Noah Guthrie, Ian Guthrie, Rhett Shull, Philip Conrad
",
The Staves,5G49Sq5mMzAkGL4ZP6eVPY,,"Atlantic Records
http://atlanticrecords.co.uk/

Nonesuch
http://www.nonesuch.com/",gb,,,"Emily - vocals, keys
Jessica - vocals, guitar
Camilla - vocals, ukulele, guitar",folk-pop/indie folk/chamber pop/stomp and holler/new americana/indie folk/new americana/stomp and holler/folk-pop/chamber pop/uk americana
Us The Duo,3QGKsAfhZdldQCLuLjk6zl,1.0,,us,,,Michael and Carissa Alvarado,neo mellow/viral pop/indiecoustica
First Aid Kit,21egYD1eInY6bGFcniCRT1,0.0,Columbia Records/ Sony Music / Jagadamba Records,se,Stockholm,Stockholm,Johanna & Klara Söderberg,folk-pop/indie folk/indie pop
The Hound + The Fox,6KxrjoB8dMcRC295reb2Us,,100% independent!,us,,,Reilly and McKenzie Zamber,
Lisa Mitchell,53f2OKMfVLTsHFkGyA5dnz,0.0,Porridge ,au,,Albury,Lisa Mitchell,australian pop/deep australian indie
Lucius,1WrqUPWlHN5FXCRcQgrkas,,,us,,,"Jess Wolfe
Holly Laessig
Dan Molad
Peter Lalish",indie rock/folk-pop/indie folk/indie pop/stomp and holler/new americana
Sarah Jarosz,6nFBonVf7Lqaj05R0v5VGJ,0.0,Sugar Hill Records,us,New York,New York,,folk/bluegrass/folk-pop/indie folk/stomp and holler/lilith/new americana/alternative country/progressive bluegrass
Colin & Caroline,2Y4125mDrgQyPD7dt76Rtm,0.0,,us,,Richmond,Caroline Mauck and Colin Healy,viral pop/channel pop
Branches,6sMpWUXJNv5pPggHyvqKw2,0.0,,us,,,tyler madsen • natalie nicoles • jacob montague • tyler goerzen • and whoever else we manage to pick up along the way.,indiecoustica
Ysabelle Cuevas,323nxrsc0C5JSsmlN2srN8,,,us,,,,
The Sweeplings,3fTedgf4fh8D3s41dP0HWt,0.0,Nettwerk Music,us,,,Whitney Dean & Cami Bradley,viral pop/acoustic pop/indiecoustica/channel pop
Odina,2D0wm8aDnVrcljPwg2GM75,,,es,,,,
Freedom Fry,195hFqaTDENqLCcG8uGtM7,1.0,Caveman Arts Society,us,,Los Angeles,Marie Seyrat and Bruce Driscoll,shimmer pop
Anna Elizabeth Laube,6O0rWDT0LuZk9Cpe45kbcx,,,,,,,
Joseph & Maia,2dXGyySsUY7yYzCfMf6OSZ,,Independent,nz,,,"Joseph Thompson
Maia Potier",
Erato,72T7KgrFiMTgXRWxfuDn5o,,Playground Music,,,,"Petra Brohäll,  Ebba Lovisa Andersson",
Zella Day,100sLnojEpcadRx4edEBA6,0.0,Hollywood Records,us,Los Angeles,Los Angeles,,pop/indie poptimism/shimmer pop/gauze pop
Lennon & Maisy,720fJ5sGqAOhvU2IUypqIr,0.0,none,us,,Nashville,Lennon and Maisy Stella,country christmas/canadian country
Alex Cornell,2zVCLRV59G7nPOoKxj4xyY,,,us,,San Francisco,Alex Cornell,viral pop
Jaclyn Davies,5MKHjGZGjZ7mZV0JPs9iot,,,,,,,channel pop
Anthem Lights,7kwEvDE8e7EBGKh5bLczqQ,1.0,,,Nashville,Nashville,"Caleb Grimm
Chad Graham
Joey Stamper
Spencer Kane
",post-teen pop/viral pop/ccm/christian christmas/christian music/classify
Nicole Cross,3YrM00mKs7wqOtBPmeSoEo,0.0,,de,,Nürnberg,Nicole Cross,viral pop/channel pop
Nashville Cast,2NvmDZar6FF2CICK1yBS4I,0.0,,,,,,contemporary country
Obadiah Parker,3Kji8hBU9Tqea6pAWRwagQ,1.0,,us,,Phoenix,Mat Weddle,viral pop
Xavier Dunn,1JmAXAbenjeUV9rTxyI9ZZ,1.0,,us,,,,
Emily Hackett,4dTcd3R8sIuVhoOlqgqr0V,,Independent,,Nashville,Nashville,,
Jess Delgado,7rkZ1O9S0fLbpWMQApubz5,0.0,,,,,,
Josh Golden,0KkbcLeIV6qDA1IDFJgiV2,,,,,,,
Joanna Wang,1km0aro5NJuoX5dE0Mub5C,0.0,sonymusic,tw,,,,c-pop/contemporary mandopop
William Fitzsimmons,41FEVJCBGidsJwbjq0KfgM,1.0,Nettwerk Records & Groenland Records,us,Nashville,Nashville,,folk-pop/indie folk/neo mellow/chamber pop/acoustic pop
Savannah Outen,0FcC38n7nTB9YS1xhFOKDX,0.0,,us,,Portland,,post-teen pop/viral pop/channel pop
Jack and White,2U5RgZDZdAR13tX6yivvRy,,,us,,Los Angeles,"Brooke White, Jack Matranga",indiecoustica
Taken By Trees,0Xn4iSM6rXebCl4Ub50RFN,0.0,Secretly Canadian,se,,Los Angeles,,swedish synthpop
Cam,5WRElKaZsn1tGnrgmJVAeO,0.0,RCA Records,us,,Nashville,,contemporary country
Graeme James,09b4q9Vfmuvxb8LuOrhp7W,1.0,Nettwerk Music Group,nz,,Wellington,Graeme James,
Anchor + Bell,1mjqymUKo7KbLtvfYD386t,,Big Stuff Records,us,,,"Emily Herndon, Noah Needleman",indiecoustica
Wallis Bird,0aogyPVqx5tlIkR0BHAehX,0.0,,ie,,,,celtic christmas
Less Is More,2scCthfq8kpZS50gb8koTD,,Unsigned,,,Kalamazoo,"Jane & Brian Spencer

L I F E T I M E  M E M B E R S:

Matthew Milowe 
M.SORD",
The Wind and The Wave,5GMZzcgmUwopsHBB7TyCsy,,Island Records,us,,,Dwight Baker and Patty Lynn,new americana
Jamie McDell,44MWRwByQXnNT4PwguMPIH,0.0,,nz,Auckland,Auckland,JAMIE MCDELL,channel pop
Leah Blevins,1cpkiJukYGm0dr7Fm9HpNW,,,,,Nashville,,
Local Natives,75dQReiBOHN37fQgWQrIAJ,1.0,Loma Vista Recordings,us,,Los Angeles,"Taylor Rice
Kelcey Ayer 
Ryan Hahn
Matt Frazier
Nik Ewing",indie folk/stomp and holler/modern rock/indietronica/folk-pop/chamber pop/electropop/indie rock/indie pop/shimmer pop/la indie/modern rock/indie rock/folk-pop/indie folk/indie pop/indietronica/la indie/chamber pop/stomp and holler/shimmer pop
Jye,2VXm4JOiSfNQJmo4IXjWOH,1.0,,us,,,,
Fruit Bats,6Qm9stX6XO1a4c7BXQDDgc,1.0,Merge Records,us,,,,indie rock/folk-pop/indie folk/indie pop/singer-songwriter/indie christmas/modern blues/chamber pop/stomp and holler/folk christmas/roots rock/shimmer pop/neo-psychedelic/funk/lo-fi/freak folk/new americana/alternative country/deep new americana/modern rock
Beach Bunny,2vnB6tuQMaQpORiRdvXF9H,,,us,,Chicago,"lili trifilio
matt henkels
jonathan alvarado",chicago indie
Claud,5MaQlvNGOaTj39apHsXVq1,0.0,,,,,claud mintz (they/them),
MorMor,63vaeIIBKIe9zT91EORVbr,1.0,,,,Toronto,,
Yumi Zouma,4tPyCwWrsvZ8OKYl7QRavL,,"Cascine (US), Rallye Label (JP), Arch Hill Recordings (AU/NZ), Double Deer (ID)",nz,,,"Christie Simpson, 
Charlie Ryder, 
Olivia Campion,
Josh Burgess",indietronica/chillwave/deep indie r&b/indie psych-rock/vapor soul/art pop
Los Retros,0qraFJK6boYSp4ZMMX4PzG,0.0,,,,,,
Wasuremono,1i9EknSbxjunq52yyxl8ig,,,,,,,
Kevin Morby,6fxk3UXHTFYET8qCT9WlBF,1.0,WOODSIST / DEAD OCEANS,us,,,,indie rock/folk-pop/indie folk/indie pop/singer-songwriter/soul/chamber pop/slow core/stomp and holler/roots rock/neo-psychedelic/lo-fi/freak folk/new americana/chamber psych/preverb/modern rock/art pop
Stephan Looney,6ZdOiSlDCoDGvN0N4aQMx5,0.0,,,,,,
Golden Daze,4T3jyyAF02vNapy2bdzMjn,,,us,,,,indie garage rock
Sorcha Richardson,04Zh21lNHZb2MCCcRcN2pc,,Swim Out Records / Faction Records / R&R Digital,ie,,Dublin,,deep euro house
Karen O,6emHCSoB4tJxTVXakbrpPz,0.0,,us,,,,indie rock/folk-pop/indie pop
Barrie,1pHO6SCEw9tuRx0IVMFL0g,,"winspear
https://winspear.biz
info@winspear.biz",,,,,brooklyn indie/chillwave/vapor soul/chillwave/electropop/brooklyn indie/vapor soul
Andrew Bird,4uSftVc3FPWe6RJuMZNEe9,1.0,Loma Vista Recordings,us,,Chicago,Andrew Bird,indie rock/folk-pop/indie folk/indie pop/melancholia/chamber pop/stomp and holler/freak folk/new americana/chicago indie/modern rock/art pop
Yuno,36BjLtXEXIifbRrfc1Rtqa,1.0,Sub Pop Records,us,Jacksonville,Jacksonville,Yuno,gamecore
Allah-Las,2yDodJUwXfdHzg4crwslUp,,,us,,Los Angeles,"MILES 
PEDRUM
SPENCER
MATT",garage rock/neo-psychedelic/freak folk/noise pop/indie garage rock
Litany,2z6JjrrJKNLilqlx8mlxcc,0.0,,gr,,,Jake & B,indie poptimism/alternative r&b/vapor soul/indie electro-pop/indie poptimism/indie soul/alternative r&b/electropop/indie electro-pop/vapor soul
The Japanese House,3IunaFjvNKj98JW89JYv9u,0.0,,,,,,indie folk/indie r&b/indie poptimism/vapor soul
Besphrenz,0VVJ5bIx1zXlBLi1GiP4yX,0.0,,,,,,
Loving,4ftctxasGrW5Ud5Pbw6kWq,1.0,,,,,,neo-psychedelic/indie garage rock/victoria bc indie/neo-psychedelic/indie garage rock
Japanese Breakfast,7MoIc5s9KXolCBH1fy9kkw,0.0,Psychopomp released by Yellow K Records (North America) & Dead Oceans (ROW),us,,,Michelle Zauner,indie rock/folk-pop/indie folk/indie pop/dream pop/indietronica/chamber pop/nu gaze/neo-psychedelic/freak folk/noise pop/chillwave/indie psych-rock/preverb/modern rock/art pop
ALASKALASKA,78CgVNlDQMvOVDIrRL84tJ,,,gb,,,,
FKA twigs,6nB0iY1cjSY1KyhYyuIIKH,0.0,,gb,,,,pop/indietronica/indie r&b/escape room/trip hop/alternative r&b/art pop/pop/indietronica/art pop/alternative r&b/indie r&b/escape room/electropop/trip hop
Cape Francis,6tnCYugShRsCcfHNGIUSq3,,Sleep Well Records,,,,"The Band:
Kevin Olken Henthorn
Jamie DiTringo
Aaron Hamel / Sarah Galdes
Yoni Wilkenfeld
Eric Messihi / Mat Towles
Cody Rowlands
",
STEPHAN,5nactm2CY1y393GPVUzKOY,,,,,,,
Vansire,6ft7JnxMyZhp7N52qzHymY,1.0,spirit goth,us,,Rochester,Sam and Josh,indie garage rock/indie psych-rock/preverb
MyKey,191tnItkCke3YcHpUxDOD9,,,,,Malmö,,
Hovvdy,59RNNqeEfkq3X5pfOQxZ3C,,,,,Austin,"Charlie Martin, Will Taylor",austindie/garage psych/preverb
Baker Grace,70RgxMmZhLLWxRlbUFQKR2,,,,,,Chloe Grace Baker,
Chris James,1PU4kQGbRVMSyvawEYEjFp,,,de,,,,
Alexander Oscar,7ypOZKaKGrCf3V6pOuaXiM,,Universal Music Germany + Denmark,dk,,,Alexander Oscar,danish pop
Mitch James,65oocmSeB6z75kHwrZo1le,1.0,Sony Music Worldwide,de,,,"Mitch James - Vocals, Acoustic Guitar, Loop Pedal",pop/australian pop
The Vamps,7gAppWoH7pcYmphCVTXkzs,1.0,"EMI Records, Universal Music Group.",gb,,,"Bradley Will Simpson - Lead Vocals, Guitar - @thevampsbrad
James McVey - Guitar, Vocals - @thevampsjames
Connor Ball - Bass, Vocals     - @Thevampscon
Tristan Evans - Drums, Vocals - @thevampstristan
",pop/dance pop/tropical house/post-teen pop/boy band
Lazy Weekends,1UxXVm3Hqcusvyo6TtYMWs,,,gb,,,,
Nicklas Sahl,3k785W4GFDnZfTortQlhMA,,Warner Music Denmark,,,,,
Jacob Lee,4xPR9p75zzDlisJvvhEYl2,1.0,Philosophical,au,,Gold Coast,,viral pop/channel pop
Gentle Bones,4jGPdu95icCKVF31CcFKbS,1.0,Independent,gb,,Singapore,Joel Tan,
ALIUS,0OZHXLUlvJWfHKrdlHhkFU,,Ocean Music Group,au,,Melbourne,Sebastian Ivanov,
NAKED KOALA,5FUdTISe2JvTPPDaUwVqHe,,,,,,,
Future Animals,6BO6yixI2DcFTyErSNYfLx,,,,,,,
Anna Clendening,2y9j8qUwBMGPYPQJJxmYzD,0.0,Asylum Records/WMG,us,,,,pop/viral pop/pop/viral pop
MAGIC!,0DxeaLnv6SyYk2DOqkLO8c,1.0,,ca,,Los Angeles,,pop
Will Taylor James,0jXJzQAosMAO8Z3ySt7YN4,0.0,,,,,,
Phil Wickham,5d1JhBfyb58upMXCZOdbQu,1.0,Fair Trade Services,us,,San Diego,,pop christmas/ccm/christian alternative rock/christian christmas/christian music/worship/christian rock/indiecoustica/anthem worship/christian uplift
Lü,4asQzho2E3XhvlWyONqYGk,,,,,,,
Finding Hope,0QGDb8TBWIT06W4BoyAggg,1.0,,us,,,,vapor twitch/vapor soul
The Brilliance,26nltVmOVeIfYmwcmqTm7e,1.0,,us,,,"David Gungor, John Arndt",worship/indiecoustica/deep ccm/anthem worship/christian uplift
Sam Fischer,6L1XC7NrmgWRlwAeLJvVtA,,,us,Los Angeles,Sydney,Sam Fischer,
Jome,4rUMcxwZhidyj6FTbMSXse,,,us,,,,folk-pop/indie anthem-folk/indie electro-pop
Valentina Ploy,4RnzpVhMevUeU16FlV4e3e,,,,,,,
Minke,4fTWIwXX49PpfrhxBHfkkw,0.0,,,,,,indie electro-pop
Faustix,6jPriOYMyUL9kNonBI1CNd,1.0,"Mad Decent
Monstercat
EPIC Records
Atlantic Records
Supervillain Recordings
SONY Music
Warner Music Denmark
Sirup Music
Riotville Records
",dk,,,Faustix,danish pop/deep danish pop
RuthAnne,31rVRoX5ZG9ZyRbHvlEwjA,,,,,,,uk contemporary r&b
Galvanic,3GQj08iHefTniyhHjCVBov,,,us,,,,
Ericka Jane,1L4HGLMFRrJsAnug5M7slL,,,dk,,,,deep danish pop
Valentina,6VSCooQeDo6An0mx1mhYyx,,,,,,,
Emily Brimlow,5ncA0WGi828yjhqmvHsJRj,,Unsigned,,Los Angeles,Vancouver,,
Sval,3pEGp6I1uBPalwgcku2CS0,0.0,,no,,,,norwegian indie/norwegian pop/classic norwegian pop
Svrcina,3wRt3iJpZDOg73CTUkfv5C,0.0,,us,,Detroit,,
Go-Jo,7CslUrDCYnm3vMtKZJZGNv,,,,,,,
Ellysse Mason,1lXWojioTTf8G8tOOxP9XN,0.0,,,,,,
NEIMY,71Dhj822M1LGpuryPIV2KO,,,se,,,,
Nightly,3qDMrpZHtZEtVl5i1l7hP3,1.0,,us,,,,indie poptimism/indie psych-rock
Adam Turley,0clfID6QXqVAUhgm7QHpwF,,,,,,,
Nabiha,0nYStwwY321ISCu6BGJq98,,,,,,,danish pop
Ruben Pol,1eCiBMynCZBUlq0v5FeB2w,,New Ams Records,,,,,uk pop/dutch indie/dutch rock/nederpop/dutch pop/dutch hip hop
Ayelle,5aNJpeK3hUdPY9orfExdOF,,,se,London,London,,indie r&b/alternative r&b/vapor soul/indie electro-pop/trap soul
louw,3LOWBENsEe0o5Ui5I0SIyW,,,,,,,
Zikai,1bnxdcJP0Kn0EP2sBfd8Sn,0.0,,,,,,
Morello Twins,1etYKL5TqL6ffA0HgOIJ2o,,,,,,Remco & Ivo ,
Clara,7c1rIwBQdZMoJD4VE9luoS,,,,Los Angeles,Los Angeles,Clara,
Rasmus Hagen,2xE7TMnsr4hxdQW5F3urtq,,Airus Music Group,,,Stockholm,Rasmus Hagen,channel pop
Oh Land,46CuxapoPjUfIOiXdNq7qM,0.0,"Federal Prism, Tusk Or Tooth",dk,,,Nanna Øland Fabricius,synthpop/metropopolis/danish pop
Christine and the Queens,04vj3iPUiVh5melWr0w3xT,0.0,Because Music,fr,Paris,Paris,,metropopolis/shimmer pop/art pop
Parcels,3oKRxpszQKUjjaHz388fVA,1.0,Kitsuné / Because Music,au,,,"Patrick Hetherington, Louie Swain, Noah Hill, Jules Crommelin, Anatole Serret",aussietronica/aussietronica
Rasmus Walter,3TFrzDINlnsWcldbfsZlpJ,1.0,"Playground Music
Søren Krogh Thompson
soren@playgroundmusic.com",,København,Århus,Rasmus Walter,danish pop/danish pop rock/deep danish pop
Kwamie Liv,09rD2V564B6VYi5yAnvVVg,0.0,Fame Bear ,dk,,,,deep indie r&b/deep danish pop
Millie Turner,53GC8IrnkJXGO7znOiv4tD,0.0,,gb,,London,,uk alternative pop
Jay Arrow,3cAD80R4qsZOlYVPi9xN89,,,,,,,
Parker Polhill,2kuuTkYvLOxFdEr9cjMUvh,1.0,,us,,,,
Elias Boussnina,3VBjLrfRolCjRRPN5y5XIU,,,,,,,
Dipha Barus,0UtZ0DRiE8usRg9GyjCPCr,1.0,,,,,,indonesian pop/indonesian indie/indonesian hip hop
LUME,0Fq3mKaCm9ZtVABzgXeicF,0.0,,gb,,,,
Tory Ruperto,3juACXmuMo7R5lzAz2kv0H,,,,,,,
Junge Junge,721T2PETMLaAkijbYu05VD,1.0,Universal Music / Capitol Reocrds / Get Physical Music / Burlesque Musique / Atlantic Records / Best Boy Music / Kindish / Polar Music / Virgin,de,,,,tropical house/deep tropical house
NOAH,1M0dufGcezQSWNroSSQcK5,,Musica Studio's,id,,Bandung,"Ariel - lead vocals/guitars : http://www.facebook.com/pages/Ariel-Nazril-Irham/117026048329187

Ukie - guitars
Loekman - guitars
David - Keyboard
Reza - drums
",danish pop/deep danish pop/indonesian pop
Lo Lo,5MjcGshMggPgIHinIUDaX0,,,,,Toronto,,canadian pop/canadian pop
TW3LV,6HQrFqkRbG8U170khtqoVn,,,fr,,Paris,,deep pop edm
Fiji Blue,1e7K8jD3wRuQfnwDAOeGqe,0.0,,,,,,
James Gillespie,6wlk4iqaEgEvADMVG6QMd8,1.0,Operator Records,gb,London,London,"James Gillespie.
",indie anthem-folk
Starling,2J6DqodvesSK7lcpH7gzul,0.0,,gb,,,,
Blewbird,3aKYNxHBFiIcw0yrv06R6W,0.0,,,,,,
Jack Vandervelde,5CYU1ys45uuU3DlQI2etPq,,,,,,,
Emma Sameth,0hac78iy32k7qYWLp6RPaz,,,us,,Los Angeles,,indie electro-pop
Nick Talos,5pCzC0BOLY2MpqYr1qksg2,,Universal Music ,de,Berlin,Berlin,,
Liv Dawson,7i8fq2gFSVgPdWVXOlDEx7,,,gb,,,,indie electro-pop
Duke & Jones,3jNm5wvIx1eR5NDdXhMkNV,,,,Manchester,Manchester,Luke & Isaac,
Niclas Danielsen,6yB2tcnIeWyk4tSZKJyYcS,,,,,,,
WIINSTON,2y83GOxwL8okDqmxSmyX5o,,,us,,,,
Poo Bear,3JXpwnHbLvXxY99EuXqFPX,1.0,,us,,,,deep pop r&b
Henrik Høven,5LRY0RhsIERhsESWfV4BGB,,,no,,,,
MC Kevin o Chris,2UMj7NCbuqy1yUZmiSYGjJ,0.0,,,,,,funk carioca
POCAH,11iQCRz636WFdHj42qxAF6,,,,,,,
MC WM,14D0I0RYqvIorkPL2EWoQh,1.0,,br,,,,funk carioca/baile pop/brazilian electronica
Hungria Hip Hop,0vLuOi2k62sHujIfplInlK,1.0,,br,,,Hungria Hip Hop,brazilian hip hop/brazilian electronica
IZA,3zgnrYIltMkgeejmvMCnes,0.0,,br,,,,baile pop
Jerry Smith,6OpOg5HVCc8xVf7OVrd5Fk,1.0,,us,,,,funk carioca
Dynho Alves,1BRkfP0amngMbqJ4aV3KKp,1.0,,,,,,deep funk carioca
Lexa,0jTDeBJQr3unrK29LklnAv,1.0,Som Livre,us,,,,funk carioca/baile pop
Orochi,3rfM2cGqF6DB0kUyytMkXx,1.0,,,,,,
Vitão,06lnOkY99sXVW44Y0M4BDP,0.0,Head Media,,,,,
Pedro Sampaio,5wbf52LA6kcaboHSN6NEF1,0.0,,,,Rio de Janeiro,PEDRO SAMPAIO,funk carioca/baile pop
Sorriso Maroto,1fUSLFr4WUBx7joEcGwpvG,1.0,,br,,,,pagode/sertanejo universitario/axe
Péricles,6gEzJZrbm0F4ihvE9iXR9z,1.0,,br,,,,pagode
Turma do Pagode,5JG9GISYjRLQUJMH2C6iJ5,1.0,Sony Music,,,,"Leíz - Tantã e voz ♪ 
Caramelo - Banjo e voz ♪ 
Rubinho - Pandeiro ♪ 
Marcelinho - Cavaquinho ♪ 
Leandro Filé - Violão ♪ 
Fabiano Art - Surdo + Percussão geral ♪ 
Neni Art - Repique de mão, pandeiro, cuíca e percussão geral ♪ 
Thiagão - Reco e percussão geral.",pagode/sertanejo universitario
Melim,6uYrXgVHctAJtIdSODcyLJ,1.0,Universal Music Brasil,,,,"Rodrigo Melim, 
Gabriela Melim e
Diogo Melim.",mpb/baile pop
Mc Livinho,7me0S5Z40qVWj3gzyK8aC3,1.0,GR6 Music,br,,,,funk carioca/baile pop/brazilian electronica
Ludmilla,3CDoRporvSjdzTrm99a3gi,0.0,Warner Music Brasil,,Rio de Janeiro,Rio de Janeiro,,funk carioca/baile pop
Projota,2zGf6lwQ9PxXdoeo5XXP2K,1.0,,br,,,Projota,brazilian hip hop
ANAVITÓRIA,1sPg5EHuQXTMElpZ4iUgXe,0.0,"Universal Music
©2015",br,,,,portuguese pop/nova mpb/pop nacional/folk brasileiro/portuguese pop
Tiago Iorc,4iWkwAVzssjb8XgxdoOL6M,1.0,,br,,,,mpb
Pineapple StormTv,09U6hmCerKcIJrixubiBjm,1.0,,us,,,,brazilian hip hop
Djonga,204IwDdaHE4ymGk9Kya2pY,1.0,,,,,,brazilian hip hop
Parangolé,2v5eqze59fqRes2e5QVGhf,1.0,,br,,,,forro/pagode/axe
Oriente,0IVBT8qQNwvHLzOJL6kGpE,1.0,,br,,,,brazilian hip hop/brazilian electronica
Mc Pocahontas,56yC2Kq7eS346CgJpld4Bc,0.0,,br,,,,funk carioca/baile pop
MC JottaPê,5GqnSMX8p2hxqsM6LqDty3,,,,,,,
Felipe Original,2Cra8I2P4OnMkVguqZRVwi,,,,,,,
MC G15,3Nipsl6GVwwGyeAk0J29C6,1.0,,br,,,,funk carioca/brazilian electronica
Boyzinho o Rei da Bregadeira,3JlDzWcj1jl5fVSJ7YyHgK,1.0,,,,,,forro/funk carioca/tecnobrega/forro/funk carioca/tecnobrega
Pk,5xYkM2vMrE23taj6tl7qkm,0.0,,,,,,
Luísa Sonza,4PzYKhC14sTJNEr0dzoo0d,0.0,,br,,,,funk carioca/baile pop
Gloria Groove,7rXMvXRnWHaSwnVvPeUUfw,0.0,,br,,,,funk carioca/baile pop/baile pop/funk carioca
A Banca Records,0Do6bAo2kcVLp7ekzypskJ,,,,,,,
Agnes Nunes,0OVOH98bZTn0lsdL7MclGw,0.0,,,,,,
Orgânico,5UOOgRWguRmVZo1voJuQpf,0.0,,,,,,
Jovem Dex,0OLpdla9YvZOtlPnQkXScl,0.0,,,,,,
Matuê,5nP8x4uEFjAAmDzwOEc9b8,1.0,30PRAUM,br,,,,brazilian hip hop/r&b brasileiro/brazilian hip hop/trap brasileiro
MC Ysa,584RKJOLzbEflvpk6qFPS1,0.0,,,,,,
Sidoka,7EyzyrMNgqiK8bMrbkOT9l,,,,,,,
MC Doni,1cFrkBniD1fh6m5UHmmOBC,,,,,,,
Blake Skowron,5TjySSb3LXfqe0zvyrmFgf,,,us,,Island Lake,,
Mad Zach,1RxjZjOSbva0JR7T2LsRve,,"Mad Lab, MethLab, Deadbeats, Saturate, Plasma Collective, Robox Neotech, Blend Records, Muti Music",de,,Berlin,,
Super Duper,5zFMLXUnqxwdgTpLCX9LDj,1.0,,us,,Nashville,,vapor soul
Swardy,5iTOaSGMZgJ1U8k6NjmzTx,0.0,,,,,,
Isery,1LkYdnvWSBx2R0mp4A3YVy,,,,,,,
Somni,7qFssj4KoOxd1IOPfv9iT7,,,,,,,
Fractite,6ex1nFRXHTVXl7qcbR2nZc,0.0,,,,,,
G Jones,0gXx2aQ2mfovDfqCw10MQC,1.0,,,,Santa Cruz,,electro house/brostep/electronic trap/vapor twitch
HOUNDTRACK,3nw1z931Oc4JMbF4rGfz6O,,,,,,,
The Midnight,2NFrAuh8RQdQoS7iYFbckw,1.0,Independent,us,,Los Angeles,Tim McEwan & Tyler Lyle,retro electro
Threedust,6340hzyqmfpcSbPZLFC1Gf,,,,,,,
Embee,7ga1hewK4zSX6yl16251DF,1.0,,se,,,,
TrackLab,65DZcPFgyDuLM0ugc3dqr8,,,de,,,,
M!NT ,1ghaj9f3HCe4tMU4SVjplQ,,,,,,,
Rival Consoles,05lIUgmmsmTX2N9dCKc8rC,1.0,Erased Tapes,gb,,London,Ryan L. West,electronic/ambient/indietronica/ninja/compositional ambient/minimal techno/intelligent dance music/microhouse/wonky/chamber psych/bass music/ambient idm
Justin Jay,5k5eiijuHxrGwXp2Pz37GZ,1.0,Fantastic Voyage,us,Los Angeles,Los Angeles,,house/deep disco house
momü,6fqCoZCxjMrwtuvciQnzKn,,,,,,,
Christian Löffler,3tSvlEzeDnVbQJBTkIA6nO,1.0,www.ki-records.com,de,,,,minimal techno/microhouse/deep melodic euro house
Flowen,6S4jzHRBwIKZw9vlUoKayG,1.0,,,,,,
DJ Koze,1kR99O4MgSTasyeJh8UFCg,1.0,,de,,,,german techno/minimal techno/tech house/microhouse/float house/minimal tech house
AK,33Cf4O1KAVbtQa00scMi2A,1.0,,,,,,vapor twitch/chillstep/wave
LSDREAM,3Hrqjumb6WHg2aAUHJHLND,,,,,,,
Julien Mier,5paAp4hjtSahENm3QTNsiP,,"King Deluxe, Lowriders Collective, Shipwrec",au,,,Julien Mier and his thousand broken instruments,
Kray Stax,18U2xdC8wtA3Jl6mQcrjWS,0.0,,,,,,
Coquins,2CQkYpYeaZujTc9QnB2Hc3,,,,,,,
